350.000000	 200.000000
306.000000	 217.000000
300.000000	 208.000000
296.000000	 198.000000
296.000000	 187.000000
295.000000	 176.000000
295.000000	 163.000000
296.000000	 152.000000
299.000000	 142.000000
304.000000	 133.000000
306.000000	 123.000000
316.000000	 116.000000
326.000000	 112.000000
337.000000	 108.000000
347.000000	 107.000000
358.000000	 106.000000
368.000000	 105.000000
379.000000	 104.000000
391.000000	 104.000000
402.000000	 104.000000
416.000000	 104.000000
439.000000	 104.000000
450.000000	 104.000000
464.000000	 104.000000
475.000000	 107.000000
487.000000	 113.000000
497.000000	 117.000000
509.000000	 124.000000
519.000000	 130.000000
527.000000	 138.000000
535.000000	 148.000000
543.000000	 160.000000
548.000000	 173.000000
549.000000	 183.000000
552.000000	 196.000000
552.000000	 207.000000
551.000000	 220.000000
552.000000	 232.000000
551.000000	 245.000000
548.000000	 256.000000
546.000000	 266.000000
545.000000	 278.000000
542.000000	 288.000000
535.000000	 299.000000
532.000000	 309.000000
525.000000	 319.000000
519.000000	 328.000000
511.000000	 337.000000
503.000000	 345.000000
495.000000	 353.000000
485.000000	 360.000000
475.000000	 364.000000
459.000000	 368.000000
448.000000	 371.000000
433.000000	 374.000000
421.000000	 376.000000
411.000000	 379.000000
400.000000	 380.000000
387.000000	 380.000000
375.000000	 379.000000
364.000000	 379.000000
354.000000	 378.000000
337.000000	 374.000000
326.000000	 371.000000
317.000000	 366.000000
306.000000	 362.000000
295.000000	 358.000000
284.000000	 353.000000
273.000000	 346.000000
263.000000	 339.000000
253.000000	 330.000000
245.000000	 323.000000
238.000000	 315.000000
231.000000	 305.000000
227.000000	 294.000000
225.000000	 284.000000
225.000000	 273.000000
225.000000	 262.000000
225.000000	 251.000000
225.000000	 240.000000
225.000000	 226.000000
224.000000	 215.000000
224.000000	 200.000000
224.000000	 189.000000
225.000000	 179.000000
226.000000	 167.000000
226.000000	 156.000000
226.000000	 144.000000
228.000000	 132.000000
231.000000	 122.000000
231.000000	 111.000000
235.000000	 100.000000
244.000000	 92.000000
254.000000	 85.000000
263.000000	 80.000000
273.000000	 75.000000
284.000000	 71.000000
295.000000	 68.000000
306.000000	 67.000000
317.000000	 67.000000
328.000000	 67.000000
339.000000	 67.000000
350.000000	 69.000000
360.000000	 73.000000
372.000000	 79.000000
381.000000	 86.000000
390.000000	 97.000000
399.000000	 104.000000
406.000000	 112.000000
414.000000	 121.000000
419.000000	 132.000000
422.000000	 142.000000
423.000000	 153.000000
422.000000	 164.000000
424.000000	 176.000000
426.000000	 187.000000
427.000000	 199.000000
428.000000	 213.000000
428.000000	 225.000000
425.000000	 236.000000
423.000000	 247.000000
420.000000	 257.000000
415.000000	 267.000000
410.000000	 277.000000
404.000000	 286.000000
394.000000	 292.000000
384.000000	 297.000000
374.000000	 301.000000
363.000000	 305.000000
353.000000	 309.000000
343.000000	 311.000000
332.000000	 312.000000
322.000000	 311.000000
